cur_id,language,sentence,word,complexity
242,english,"Their father gave them great gifts, of silver, and of gold, and of precious things, with fortified cities in Judah: but the kingdom gave he to Jehoram, because he was the firstborn.",gifts,0.1911764705882352
243,english,"Yes, he loads the thick cloud with moisture.",cloud,0.0921052631578947
244,english,"the pillar of cloud by day, and the pillar of fire by night, didn't depart from before the people.",cloud,0.171875
245,english,"He said to the multitudes also, ""When you see a cloud rising from the west, immediately you say, 'A shower is coming,' and so it happens.",cloud,0.2125
246,english,"When the cloud stayed on the tabernacle many days, then the children of Israel kept Yahweh's command, and didn't travel.",cloud,0.2763157894736842
247,english,"Seven days you shall prepare every day a goat for a sin offering: they shall also prepare a young bull, and a ram out of the flock, without blemish.",flock,0.4423076923076923
248,english,"in whom you also, having heard the word of the truth, the Good News of your salvation--in whom, having also believed, you were sealed with the Holy Spirit of promise,",promise,0.0999999999999999
249,english,"Then I called the priests, and took an oath of them, that they would do according to this promise.",promise,0.21875
250,english,"Yes, the dogs are greedy, they can never have enough; and these are shepherds who can't understand: they have all turned to their own way, each one to his gain, from every quarter.",dogs,0.0999999999999999
251,english,"their meal offering and their drink offerings for the bull, for the ram, and for the lambs, shall be according to their number, after the ordinance:",lambs,0.0999999999999999
252,english,"As Jesus passed by from there, he saw a man called Matthew sitting at the tax collection office.",tax,0.1911764705882352
253,english,"She said to the king, ""It was a true report that I heard in my own land of your acts, and of your wisdom.",acts,0.0999999999999999
254,english,"Now the rest of the acts of Josiah, and all that he did, aren't they written in the book of the chronicles of the kings of Judah?",acts,0.2352941176470588
255,english,"He will still fill your mouth with laughter, your lips with shouting.",mouth,0.0999999999999999
256,english,"All testified about him, and wondered at the gracious words which proceeded out of his mouth, and they said, ""Isn't this Joseph's son?""",mouth,0.1375
257,english,"My mouth is enlarged over my enemies, because I rejoice in your salvation.",mouth,0.15625
258,english,"He answered and said, ""Must I not take heed to speak that which Yahweh puts in my mouth?""",mouth,0.1833333333333333
259,english,but I would strengthen you with my mouth.,mouth,0.2794117647058823
260,english,"so that he sets up on high those who are low, those who mourn are exalted to safety.",safety,0.1785714285714285
261,english,"He lifted up his face to the window, and said, ""Who is on my side?",window,0.25
262,english,"A certain young man named Eutychus sat in the window, weighed down with deep sleep.",window,0.25
263,english,"Brothers, speaking of human terms, though it is only a man's covenant, yet when it has been confirmed, no one makes it void, or adds to it.",speaking,0.0999999999999999
264,english,In that day the beautiful virgins and the young men will faint for thirst.,thirst,0.0999999999999999
265,english,"The tongue of the nursing child clings to the roof of his mouth for thirst: The young children ask bread, and no man breaks it to them.",thirst,0.2386363636363636
266,english,"Now in the eighteenth year of his reign, when he had purged the land and the house, he sent Shaphan the son of Azaliah, and Maaseiah the governor of the city, and Joah the son of Joahaz the recorder, to repair the house of Yahweh his God.",governor,0.0999999999999999
267,english,"Now that which was prepared for one day was one ox and six choice sheep; also fowls were prepared for me, and once in ten days store of all sorts of wine: yet for all this I didn't demand the bread of the governor, because the bondage was heavy on this people.",governor,0.296875
268,english,"Now while he had not yet gone back, Go back then, he said, to Gedaliah the son of Ahikam, the son of Shaphan, whom the king of Babylon has made governor over the cities of Judah, and dwell with him among the people; or go wherever it seems right to you to go.",governor,0.3409090909090909
269,english,"He said to them, ""Go into all the world, and preach the Good News to the whole creation.",creation,0.1923076923076923
270,english,"The sun will be darkened in its going forth, and the moon will not cause its light to shine.",light,0.1818181818181818
271,english,"Achish answered David, ""I know that you are good in my sight, as an angel of God.",angel,0.0999999999999999
272,english,God sent an angel to Jerusalem to destroy it.,angel,0.1333333333333333
273,english,"The angel answered me, ""These are the four winds of the sky, which go forth from standing before the Lord of all the earth.",angel,0.1666666666666666
274,english,"Now when they had departed, behold, an angel of the Lord appeared to Joseph in a dream, saying, ""Arise and take the young child and his mother, and flee into Egypt, and stay there until I tell you, for Herod will seek the young child to destroy him.""",angel,0.25
275,english,"The angel of Yahweh said to Manoah, ""Of all that I said to the woman let her beware.",angel,0.3076923076923077
276,english,"Yahweh said to Moses, ""Take all the chiefs of the people, and hang them up to Yahweh before the sun, that the fierce anger of Yahweh may turn away from Israel.""",chiefs,0.0999999999999999
277,english,"You shall also be a crown of beauty in the hand of Yahweh, and a royal diadem in the hand of your God.",beauty,0.1022727272727272
278,english,"The cedars in the garden of God could not hide it; the fir trees were not like its boughs, and the plane trees were not as its branches; nor was any tree in the garden of God like it in its beauty.",beauty,0.2
279,english,"For he has broken the gates of brass, and cut through bars of iron.",bars,0.1029411764705882
280,english,"and wherever he enters in, tell the master of the house, 'The Teacher says, ""Where is the guest room, where I may eat the Passover with my disciples?""'",master,0.25
281,english,"There was again war at Gath, where there was a man of great stature, who had on every hand six fingers, and on every foot six toes, four and twenty in number; and he also was born to the giant.",war,0.1071428571428571
